id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_login,created_at,updated_at,quality_grade,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
20341968,2019/02/14 1:21 PM HST,2019-02-14,2019-02-14 23:21:00 UTC,Hawaii,,cherylmacaulay,2019-02-14 12:35:12 UTC,2019-02-14 13:41:37 UTC,research,,false,1,0,false,,"Crowea WA 6262, Australia",-34.5465817232,116.1470064635,91,,,false,,,Bull-headed Dung Beetle,Onthophagus taurus,Bull-headed Dung Beetle,Insecta,226435,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
20342075,2019/02/13 5:24 PM CET,2019-02-13,2019-02-13 16:24:00 UTC,Paris,,muge57,2019-02-14 12:46:43 UTC,2020-02-17 13:05:53 UTC,research,,false,1,0,false,,"Rurange-lès-Thionville, France",49.2626944498,6.2498032913,129,,,false,,,Petit silphe noir,Phosphuga atrata,Black snail beetle,Insecta,362281,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Phosphuga,Phosphuga atrata,
20342262,2019/02/14 2:08 PM HST,2019-02-14,2019-02-15 00:08:00 UTC,Hawaii,,cherylmacaulay,2019-02-14 13:02:50 UTC,2019-02-14 22:41:46 UTC,research,,false,2,0,false,,"Crowea WA 6262, Australia",-34.5465817232,116.1470064635,91,,,false,,,Bull-headed Dung Beetle,Onthophagus taurus,Bull-headed Dung Beetle,Insecta,226435,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
20342712,2019-02-14 1:45:00 PM CET,2019-02-14,2019-02-14 12:45:00 UTC,Paris,,mihajlo2,2019-02-14 13:53:15 UTC,2020-02-07 21:40:38 UTC,research,Found in a hallway of my building.,false,5,0,false,2,"Вртларска 11, Београд, Србија",44.83958834,20.40653785,10,,,false,,,Two-spotted Ladybug,Adalia bipunctata,Two-spotted Lady Beetle,Insecta,52506,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata,
20342871,Thu Feb 14 2019 08:16:25 GMT-0500 (EST),2019-02-14,2019-02-14 13:16:25 UTC,Eastern Time (US & Canada),,birgitkirstin,2019-02-14 14:01:56 UTC,2019-02-14 16:07:51 UTC,research,,false,1,0,false,3,"2897 Cambria Mill Rd, Granville, OH, US",40.1075638333,-82.4844283333,10,,,false,,,Locust Borer Beetle,Megacyllene robiniae,Locust Longhorn Borer,Insecta,83802,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Megacyllene,Megacyllene robiniae,
20343047,Thu Feb 14 2019 15:13:18 GMT+0100 (GMT+1),2019-02-14,2019-02-14 14:13:18 UTC,Amsterdam,,thomas408,2019-02-14 14:16:29 UTC,2019-11-04 14:34:04 UTC,research,,false,5,0,false,3,"Rue de la Sucrerie, Ath, Hainaut, BE",50.624955,3.7771333333,5,,,false,,,Coccinelle des friches,Hippodamia variegata,Variegated Lady Beetle,Insecta,143034,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,Hippodamia variegata,
20343383,2019-02-14 10:53:35 上午 台北,2019-02-14,2019-02-14 02:53:35 UTC,Taipei,,stevenson1002,2019-02-14 14:39:22 UTC,2019-02-14 23:39:58 UTC,research,,false,1,0,false,2,500台灣彰化縣彰化市旭光路211號,24.0715560913,120.5458602905,,,,false,gps,gps,龜紋瓢蟲,Propylea japonica,Turtle Vein Lady Beetle,Insecta,61530,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Propylea,Propylea japonica,
20344834,2019-02-14 11:08:30 AM EST,2019-02-14,2019-02-14 16:08:30 UTC,Eastern Time (US & Canada),,eliana9,2019-02-14 16:13:25 UTC,2019-02-16 01:13:56 UTC,research,Found by water on kayak,false,1,0,false,2,"Big Cypress National Preserve, Collier County, US-FL, US",25.89172017,-81.27108139,6,,,false,,,Cottonwood Leaf Beetle,Chrysomela scripta,Cottonwood Leaf Beetle,Insecta,69192,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Chrysomela,Chrysomela scripta,
20344960,Wed Jan 30 2019 12:36:17 GMT-0800 (PST),2019-01-30,2019-01-30 20:36:17 UTC,Pacific Time (US & Canada),,jimtietz,2019-02-14 16:22:33 UTC,2019-02-16 17:53:43 UTC,research,,false,1,0,false,3,"Lewis Cr Trail, Oakhurst, CA, US",37.4207383333,-119.6272966667,10,,,false,,,Dendroctonus valens,Dendroctonus valens,Red Turpentine Beetle,Insecta,218223,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,Dendroctonus valens,
20345325,2019-02-14,2019-02-14,,Montevideo,,mirmeleon,2019-02-14 16:38:40 UTC,2019-02-14 22:27:16 UTC,research,Beetle or orthoptera?,false,1,0,false,2,"Av Pérez Butler, Ciudad de la Costa, Departamento de Canelones, Uruguay",-34.7998467189,-55.9236321598,349,,,false,gps,gps,Dasyscelus normalis,Dasyscelus normalis,,Insecta,788146,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Dasyscelus,Dasyscelus normalis,
20345499,2019-02-14 2:30:00 nachm. MEZ,2019-02-14,2019-02-14 13:30:00 UTC,Copenhagen,,mgraeff,2019-02-14 16:54:15 UTC,2019-02-25 20:07:18 UTC,needs_id,,false,1,0,false,2,"Biophore, 1015 Ecublens, Schweiz",46.5206637,6.5769622,20,,,false,,,Timarque,Timarcha goettingensis,Lesser Bloody-nosed Beetle,Insecta,363330,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Timarcha,Timarcha goettingensis,
20345915,Wed Feb 13 2019 21:12:47 GMT-0500 (EST),2019-02-13,2019-02-14 02:12:47 UTC,Eastern Time (US & Canada),,sstatner,2019-02-14 17:18:31 UTC,2019-05-13 23:05:51 UTC,research,,false,2,0,false,3,"3427 NW 47th Ave, Coconut Creek, FL, US",26.2675133333,-80.1876966667,8,,,false,,,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20345917,Wed Feb 13 2019 21:10:46 GMT-0500 (EST),2019-02-13,2019-02-14 02:10:46 UTC,Eastern Time (US & Canada),,sstatner,2019-02-14 17:18:38 UTC,2019-05-13 23:09:30 UTC,research,,false,2,0,false,3,"3399 NW 47th Ave, Coconut Creek, FL, US",26.2674533333,-80.1877366667,5,,,false,,,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20347205,2019-02-14 2:04:23 p. m. GMT-03:00,2019-02-14,2019-02-14 17:04:23 UTC,Buenos Aires,,soolquipildor,2019-02-14 18:26:54 UTC,2019-02-15 22:32:18 UTC,research,,false,1,0,false,2,"RN68 235, La Merced, Salta, Argentina",-24.96183863,-65.48679372,8,,,false,,,Vedalia Beetle,Rodolia cardinalis,Vedalia Beetle,Insecta,60944,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rodolia,Rodolia cardinalis,
20347436,Thu Feb 07 2019 17:39:27 GMT-0400 (AST),2019-02-07,2019-02-07 21:39:27 UTC,Atlantic Time (Canada),,blueinferno,2019-02-14 18:47:31 UTC,2019-12-28 09:04:30 UTC,needs_id,These are two lady beetles(?) mating. I don’t know what species they are,false,1,0,false,3,"Camino Hogor del Nipo, San Juan, PR, US",18.3577716667,-66.0589361667,10,,,false,,,Lady Beetles,Coccinellidae,Lady Beetles,Insecta,48486,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,,,
20347457,2019-02-14 3:01:15 PM GMT+00:00,2019-02-14,2019-02-14 15:01:15 UTC,Lisbon,,ritarm,2019-02-14 18:49:01 UTC,2019-02-15 14:52:21 UTC,research,,false,2,0,false,2,"Fundão da Torre 1, 7430 Crato, Portugal",39.2878087142,-7.6417445764,132,,,false,gps,gps,Minotaur Beetle,Typhaeus typhoeus,Minotaur Beetle,Insecta,122528,Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Typhaeus,Typhaeus typhoeus,
20348086,2019-02-02 2:14:56 PM SAST,2019-02-02,2019-02-02 12:14:56 UTC,Pretoria,,leejones,2019-02-14 19:33:06 UTC,2019-02-15 07:14:23 UTC,research,,false,2,0,false,2,"3 Bee-Eater Cl, Fish Hoek, Cape Town, 7974, South Africa",-34.1285729455,18.4246844798,3,,,false,gps,gps,Brown-spotted Shield Bug,Sphaerocoris testudogrisea,Brown-spotted Shield Bug,Insecta,604524,Animalia,Arthropoda,Insecta,Hemiptera,Scutelleridae,Sphaerocoris,Sphaerocoris testudogrisea,
20348487,Thu Feb 14 2019 11:42:50 GMT-0800 (PST),2019-02-14,2019-02-14 19:42:50 UTC,Pacific Time (US & Canada),,meandmygirls3,2019-02-14 19:57:40 UTC,2019-02-15 22:05:22 UTC,needs_id,,false,1,0,false,3,"Los Angeles County, US-CA, US",33.8803256879,-118.3501197221,10,obscured,,true,,,Sun Beetles,Amara,Sun Beetles,Insecta,130434,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,,
20348638,2019-02-14,2019-02-14,,UTC,,akhan2004,2019-02-14 20:04:58 UTC,2019-02-23 13:23:11 UTC,needs_id,"These bugs are flightless and have a hard  wing case. These beetles can grow up to 24 mm and act as decomposers, feeding on litter and waste. The bugs are visible in both daytime and nighttime.",false,0,0,false,2,Mafraq Industrial Area - Abu Dhabi - United Arab Emirates,24.2600475075,54.6027766541,1052,,,false,gps,gps,Darkling Beetles,Tenebrionidae,Darkling Beetles,Insecta,53816,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,
20348873,2019-01-30T13:10,2019-01-30,2019-01-30 02:10:00 UTC,Sydney,,questagame,2019-02-14 20:16:47 UTC,2019-03-18 20:38:17 UTC,needs_id,"Sighting and photos (c) hypomix.
Field Notes - Beetle found in zoological Park. (Diomas sp. ?)",false,1,0,false,111,"Waikato, NZ",-38.0075670104,176.2001268213,,obscured,,true,,,Adoxellus,Adoxellus,,Insecta,375373,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Adoxellus,,
20349005,2019/02/14 2:13 PM CST,2019-02-14,2019-02-14 20:13:00 UTC,Central Time (US & Canada),,kenbosso,2019-02-14 20:23:57 UTC,2019-02-15 07:15:42 UTC,research,,false,2,0,false,,"Baton Rouge, LA, USA",30.4263388889,-91.0389722222,5,,,false,,,Labidomera clivicollis,Labidomera clivicollis,Milkweed Leaf Beetle,Insecta,82582,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Labidomera,Labidomera clivicollis,
20349129,Sat Feb 09 2019 10:46:46 GMT+0200 (GMT+2),2019-02-09,2019-02-09 08:46:46 UTC,Africa/Johannesburg,,christiaanvanstraten,2019-02-14 20:29:18 UTC,2019-04-16 12:45:25 UTC,needs_id,,false,0,0,false,3,"Ehlanzeni, ZA-MP, ZA",-24.8726866667,30.8647216667,6,,,false,,,,Melyris,Groovewing Flower Beetles,Insecta,488716,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Melyris,,
20349373,2019/02/14 9:10 PM CET,2019-02-14,2019-02-14 20:10:00 UTC,Belgrade,,dendzo,2019-02-14 20:39:25 UTC,2019-05-15 10:20:36 UTC,research,Found dead.,false,4,0,false,,"Бели Поток, Србија",44.706438,20.520594,,,,false,,,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20350080,Thu Feb 14 2019 08:38:54 GMT-0500 (EST),2019-02-14,2019-02-14 13:38:54 UTC,Eastern Time (US & Canada),,beeboy,2019-02-14 21:12:59 UTC,2019-04-17 03:57:48 UTC,research,,false,2,0,false,3,"160 Morningside Dr, Middlebury, VT, US",44.0187555,-73.1836916667,10,,,false,,,Scolytus multistriatus,Scolytus multistriatus,Elm Bark Beetle,Insecta,209112,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Scolytus,Scolytus multistriatus,
20350169,2019-01-30T17:59,2019-01-30,2019-01-30 06:59:00 UTC,Sydney,,questagame,2019-02-14 21:16:34 UTC,2019-02-18 06:36:56 UTC,research,"Sighting and photos (c) hypomix.
Field Notes - Iridescent beetle found under tree in carpark garden. ",false,2,0,false,111,"Waikato, NZ",-37.8462630675,175.8042112331,,obscured,,true,,,Steelblue Lady Beetle,Halmus chalybeus,Steelblue Lady Beetle,Insecta,244625,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halmus,Halmus chalybeus,
20350359,2019-02-14 1:25:31 PM NZDT,2019-02-14,2019-02-14 00:25:31 UTC,Auckland,,naturewatchwidow,2019-02-14 21:25:53 UTC,2019-02-14 21:53:49 UTC,research,,false,2,0,false,2,"38 Palliser Rd, Roseneath, Wellington 6011, New Zealand",-41.2932227,174.7974876,135,,,false,,,Huhu,Prionoplus reticularis,Huhu,Insecta,395569,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionoplus,Prionoplus reticularis,
20350565,2019/02/07 10:28 AM +1300,2019-02-07,2019-02-06 21:28:00 UTC,Nuku'alofa,,chayce,2019-02-14 21:36:31 UTC,2019-02-14 21:39:28 UTC,research,"Steel blue lady beetle found in Marlborough, New Zealand ",false,2,0,false,,"Blenheim, 7201, New Zealand",-41.5190223744,173.955005808,2,,,false,,,Steelblue Lady Beetle,Halmus chalybeus,Steelblue Lady Beetle,Insecta,244625,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halmus,Halmus chalybeus,
20350603,Thu Feb 14 2019 15:33:13 GMT-0600 (CST),2019-02-14,2019-02-14 21:33:13 UTC,Central Time (US & Canada),,amymonroy,2019-02-14 21:38:33 UTC,2019-02-16 01:32:08 UTC,research,Dead. Little less than 1 cm long,false,1,0,false,3,"Brookhaven College, Farmers Branch, TX, US",32.9288528581,-96.8539959659,5,,,false,,,Haldeman's Green Potato Beetle,Leptinotarsa haldemani,Haldeman's Green Potato Beetle,Insecta,310875,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,Leptinotarsa haldemani,
20350664,Thu Feb 14 2019 15:18:37 GMT-0600 (CST),2019-02-14,2019-02-14 21:18:37 UTC,Central Time (US & Canada),,madisong,2019-02-14 21:41:25 UTC,2019-03-26 17:59:49 UTC,research,,false,4,0,false,3,"892 W Vanderbilt St, Stephenville, TX, US",32.220525,-98.21073,65,,,false,,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20351181,2019-02-15 11:00:14 AM NZDT,2019-02-15,2019-02-14 22:00:14 UTC,Wellington,,skipperdogman,2019-02-14 22:06:15 UTC,2019-05-25 07:45:59 UTC,research,,false,3,0,false,2,"68 Bracken Rd, Paparangi, Wellington 6037, New Zealand",-41.21813643,174.82313729,9,,,false,,,Harmonia conformis,Harmonia conformis,Large Spotted Ladybird,Insecta,210509,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia conformis,
20351306,2019-02-14 2:09:52 PM EST,2019-02-14,2019-02-14 19:09:52 UTC,Eastern Time (US & Canada),,marytschopp,2019-02-14 22:14:42 UTC,2019-02-19 14:08:52 UTC,research,,false,2,0,false,2,"9037 Deponie Dr, Raleigh, NC 27614, USA",35.9052581787,-78.5795211792,,,,false,gps,gps,Spotted Cucumber Beetle,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insecta,55487,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica undecimpunctata,
20351583,Thu Feb 14 2019 15:48:56 GMT-0600 (CST),2019-02-14,2019-02-14 21:48:56 UTC,Central Time (US & Canada),,spencersloth,2019-02-14 22:28:44 UTC,2019-04-25 06:03:47 UTC,research,,false,3,0,false,3,"6–16 County Road 188, Georgetown, TX, US",30.641175,-97.6600333333,6,,,false,,,Diabrotica undecimpunctata,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insecta,55487,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diabrotica,Diabrotica undecimpunctata,
20351711,Thu Feb 14 2019 16:38:38 GMT-0600 (CST),2019-02-14,2019-02-14 22:38:38 UTC,Central Time (US & Canada),,mothrisa,2019-02-14 22:38:43 UTC,2020-01-15 07:17:11 UTC,research,,false,4,0,false,3,"Zilker Park, Austin, TX, US",30.267120204,-97.7662529704,10,,,false,,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20351815,Thu Feb 14 2019 15:34:47 GMT-0700 (GMT-7),2019-02-14,2019-02-14 22:34:47 UTC,Arizona,,niche,2019-02-14 22:49:53 UTC,2019-02-14 23:03:24 UTC,research,,false,1,0,false,3,"82275, Mazatlán, SIN, MX",23.2876033333,-106.4181533333,6,,,false,,,Catarina rosada,Coleomegilla maculata,Spotted Lady Beetle,Insecta,126267,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coleomegilla,Coleomegilla maculata,
20351911,2019-01-29T22:37,2019-01-29,2019-01-29 11:37:00 UTC,Sydney,,questagame,2019-02-14 22:57:47 UTC,2019-02-18 06:36:58 UTC,research,"Sighting and photos (c) hypomix.
Field Notes - Found in toilet block, attracted to the lights in heavily forested area. ",false,2,0,false,111,"Bay of Plenty, NZ",-37.8811094054,176.1195740484,,obscured,,true,,,Huhu,Prionoplus reticularis,Huhu,Insecta,395569,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionoplus,Prionoplus reticularis,
20352057,2019-02-13 5:02:00 PM CST,2019-02-13,2019-02-13 23:02:00 UTC,Central Time (US & Canada),,naturalistfishing,2019-02-14 23:08:33 UTC,2020-01-15 07:17:32 UTC,research,Found in the snow just outside my house. The day was above freezing.,false,1,0,false,2,"W14151 W Point Dr, Prairie Du Sac, WI 53578, USA",43.3224666292,-89.7029104829,6,,,false,gps,gps,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20352118,2019/02/15 12:09 AM CET,2019-02-15,2019-02-14 23:09:00 UTC,Belgrade,,dendzo,2019-02-14 23:11:49 UTC,2019-02-15 08:48:09 UTC,research,Found under log in my yard.,false,2,0,false,,"Бели Поток, Србија",44.707478,20.522328,,,,false,,,roháček kozlík,Dorcus parallelipipedus,Lesser Stag Beetle,Insecta,123920,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Dorcus,Dorcus parallelipipedus,
20352842,Thu Feb 14 2019 18:40:55 GMT-0500 (GMT-5),2019-02-14,2019-02-14 23:40:55 UTC,Bogota,,aaronmz,2019-02-15 00:01:13 UTC,2019-04-09 17:35:33 UTC,research,,false,2,0,false,3,"Avenida 108, Manta, Manabí, EC",-0.9564416667,-80.7036283333,5,,,false,,,Catarina convergente,Hippodamia convergens,Convergent Lady Beetle,Insecta,48987,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,Hippodamia convergens,
20353830,2019/02/14 4:37 PM CST,2019-02-14,2019-02-14 22:37:00 UTC,Central Time (US & Canada),,itmndeborah,2019-02-15 01:07:18 UTC,2020-01-15 07:17:34 UTC,research,"on radish gone to seed , two individuals ",false,2,0,false,,"Midlothian, TX, USA",32.4407350209,-96.9354665762,15,,,false,,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20353831,2019/02/14 4:39 PM CST,2019-02-14,2019-02-14 22:39:00 UTC,Central Time (US & Canada),,itmndeborah,2019-02-15 01:07:18 UTC,2020-01-14 20:21:03 UTC,research,on radish gone to seed ,false,3,0,false,,"Midlothian, TX, USA",32.4407364623,-96.935444448,1,,,false,,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20354653,2019-02-14 5:15:27 PM CST,2019-02-14,2019-02-14 23:15:27 UTC,Central Time (US & Canada),,shaunmichael,2019-02-15 02:01:19 UTC,2019-02-15 18:25:24 UTC,research,,false,2,0,false,2,"Sunset Dr, Portland, TX 78374, USA",27.8647322673,-97.3324150499,3,,,false,,,Huisache Twig Girdler,Oncideres pustulata,Huisache Twig Girdler Beetle,Insecta,306561,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Oncideres,Oncideres pustulata,
20354914,2019/02/14 1:53 PM HST,2019-02-14,2019-02-14 23:53:00 UTC,Hawaii,,sophiefb,2019-02-15 02:17:17 UTC,2020-01-15 07:17:41 UTC,research,"3 adults, juveniles and two egg masses found in vineyard",false,2,0,false,,"Ohau 5570, New Zealand",-40.6660978216,175.2496546167,111,,,false,,,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20355555,2019/02/04 2:06 PM SAST,2019-02-04,2019-02-04 12:06:00 UTC,Africa/Johannesburg,,happyasacupcake,2019-02-15 03:12:09 UTC,2019-05-12 12:28:57 UTC,research,,false,4,0,false,,"Mount Michael, Hilton, 3201, South Africa",-29.5758064357,30.2888141858,120,,,false,,,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20355570,2019/02/05 3:04 PM SAST,2019-02-05,2019-02-05 13:04:00 UTC,Africa/Johannesburg,,happyasacupcake,2019-02-15 03:12:29 UTC,2019-02-20 11:05:38 UTC,research,,false,2,0,false,,"Mount Michael, Hilton, 3201, South Africa",-29.5758064357,30.2888141858,120,,,false,,,Blackring Ladybeetle,Oenopia cuneata,Blackring Lady Beetle,Insecta,623087,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Oenopia,Oenopia cuneata,
20355573,2019/02/05 3:11 PM SAST,2019-02-05,2019-02-05 13:11:00 UTC,Africa/Johannesburg,,happyasacupcake,2019-02-15 03:12:33 UTC,2019-02-17 11:25:06 UTC,needs_id,,false,1,0,false,,"Mount Michael, Hilton, 3201, South Africa",-29.5758064357,30.2888141858,120,,,false,,,Soldier Beetles,Cantharidae,Soldier Beetles,Insecta,52932,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,,,
20355710,Thu Feb 14 2019 15:08:21 GMT-1000 (HST),2019-02-14,2019-02-15 01:08:21 UTC,Hawaii,,jrgraham,2019-02-15 03:24:39 UTC,2019-03-03 02:54:06 UTC,needs_id,,false,1,0,false,3,"Maui County, US-HI, US",20.6247685198,-156.3872748615,5,,,false,,,Steelblue Lady Beetle,Halmus chalybeus,Steelblue Lady Beetle,Insecta,244625,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Halmus,Halmus chalybeus,
20355967,Thu Feb 14 2019 16:09:44 GMT-0800 (PST),2019-02-14,2019-02-15 00:09:44 UTC,Pacific Time (US & Canada),,dormice,2019-02-15 03:43:53 UTC,2019-02-16 04:39:30 UTC,needs_id,,false,0,0,false,3,"University of Oregon, Eugene, OR, US",44.0459555,-123.0754861667,30,,,false,,,Rain-beetle,Pterostichus melanarius,Rain-beetle,Insecta,131931,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus melanarius,
20356271,2019-02-14 9:06:48 PM MST,2019-02-14,2019-02-15 04:06:48 UTC,Mountain Time (US & Canada),,katej841,2019-02-15 04:07:57 UTC,2020-01-16 05:47:46 UTC,research,,false,3,0,false,2,"3431 S Crestwood Dr, Salt Lake City, UT 84109, USA",40.6969451904,-111.7872238159,,,,false,gps,gps,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20356330,2019/02/14 10:23 PM UTC,2019-02-14,,UTC,,suelookout,2019-02-15 04:17:01 UTC,2019-02-15 04:20:04 UTC,needs_id,Found in bathroom sink,false,0,0,false,,"Cathedral, Regina, SK, Canada",50.4456115696,-104.6255012031,122,,,false,,,Scarlet Malachite Beetle,Malachius aeneus,Scarlet Malachite Beetle,Insecta,82061,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Malachius,Malachius aeneus,
20356396,2019-02-15 1:16:35 PM GMT+09:00,2019-02-15,2019-02-15 04:16:35 UTC,Osaka,,christijune,2019-02-15 04:23:57 UTC,2019-03-23 16:17:56 UTC,research,,false,3,0,false,2,"384 Kuwae, Chatan-chō, Nakagami-gun, Okinawa-ken 904-0103, Japan",26.3242301941,127.7676925659,,,,false,gps,gps,Cicindela chinensis,Cicindela chinensis,East Asian Tiger Beetle,Insecta,355806,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela chinensis,
20356857,2019-02-15T10:15,2019-02-15,2019-02-14 23:15:00 UTC,Sydney,,questagame,2019-02-15 05:06:39 UTC,2019-08-18 22:37:31 UTC,research,"Sighting and photos (c) ejp007.
Field Notes - several species engaged in the behaviour shown for several minutes on avocado tree in backyard ",false,2,0,false,111,"Queensland, AU",-26.7052822081,153.0922974117,,obscured,,true,,,Mango Flower Beetle,Protaetia fusca,Mango Flower Beetle,Insecta,349603,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Protaetia,Protaetia fusca,
20357120,Thu Feb 14 2019 23:28:55 GMT-0600 (CST),2019-02-14,2019-02-15 05:28:55 UTC,Central Time (US & Canada),,jjali88,2019-02-15 05:31:28 UTC,2019-02-15 05:33:58 UTC,needs_id,Saw this on my mattress pad. I believe it is a carpet beetle and not bed bugs  ,false,1,0,false,3,"13301 Legendary Dr, Austin, TX, US",30.4398666667,-97.7327116667,30,,,false,,,Carpet Beetles,Anthrenus,Carpet Beetles,Insecta,120114,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,,
20357123,2019-02-15  5 30pm,2019-02-15,,Auckland,,wayneclarkin,2019-02-15 05:32:04 UTC,2019-02-21 09:40:36 UTC,research,,false,4,0,false,,Arapohue  Dargaville,-35.966131,173.931406,53,,,false,,,Veelkleurig Aziatisch lieveheersbeestje,Harmonia axyridis,Asian Lady Beetle,Insecta,48484,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,Harmonia axyridis,
20357258,2019/01/27 9:15 AM AEST,2019-01-27,2019-01-26 23:15:00 UTC,Brisbane,,nyoni-pete,2019-02-15 05:44:15 UTC,2019-02-15 05:45:27 UTC,research,3963/5  on Qld Naturalists' Club excursion.,false,1,0,false,,"Maryland NP, Maryland NSW 4377, Australia",-28.4960011994,152.0895765981,1000,,,false,,,Red and Blue Beetle,Dicranolaius bellulus,Red and Blue Beetle,Insecta,487537,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,Dicranolaius,Dicranolaius bellulus,
